test,approach,answer,time
email-Enron,Golang-DP-WCC,133,0.815731252
email-Enron,Golang-DP-WCC,134,0.815750774
email-Enron,Golang-DP-WCC,135,0.815777048
email-Enron,Golang-DP-WCC,136,0.81581872
email-Enron,Golang-DP-WCC,137,0.815883908
email-Enron,Golang-DP-WCC,138,0.815921185
email-Enron,Golang-DP-WCC,139,0.817158804
email-Enron,Golang-DP-WCC,140,0.81715974
email-Enron,Golang-DP-WCC,141,0.81716114
email-Enron,Golang-DP-WCC,142,0.817163189
email-Enron,Golang-DP-WCC,143,0.817165702
email-Enron,Golang-DP-WCC,144,0.817168683
email-Enron,Golang-DP-WCC,145,0.81717212
email-Enron,Golang-DP-WCC,146,0.817176121
email-Enron,Golang-DP-WCC,147,0.81718043
email-Enron,Golang-DP-WCC,148,0.817185334
email-Enron,Golang-DP-WCC,149,0.817190895
email-Enron,Golang-DP-WCC,150,0.817197261
email-Enron,Golang-DP-WCC,151,0.817204093
email-Enron,Golang-DP-WCC,152,0.817211442
email-Enron,Golang-DP-WCC,153,0.817218962
email-Enron,Golang-DP-WCC,154,0.817226974
email-Enron,Golang-DP-WCC,155,0.817235533
email-Enron,Golang-DP-WCC,156,0.817245393
email-Enron,Golang-DP-WCC,157,0.817248723
email-Enron,Golang-DP-WCC,158,0.817259053
email-Enron,Golang-DP-WCC,159,0.817261785
email-Enron,Golang-DP-WCC,160,0.817272682
email-Enron,Golang-DP-WCC,161,0.817283469
email-Enron,Golang-DP-WCC,162,0.817295016
email-Enron,Golang-DP-WCC,163,0.817321848
email-Enron,Golang-DP-WCC,164,0.817335919
email-Enron,Golang-DP-WCC,165,0.81735157
email-Enron,Golang-DP-WCC,166,0.817368166
email-Enron,Golang-DP-WCC,167,0.817379234
email-Enron,Golang-DP-WCC,168,0.81739595
email-Enron,Golang-DP-WCC,169,0.817412922
email-Enron,Golang-DP-WCC,170,0.817429629
email-Enron,Golang-DP-WCC,171,0.817435586
email-Enron,Golang-DP-WCC,172,0.817450757
email-Enron,Golang-DP-WCC,173,0.81747078
email-Enron,Golang-DP-WCC,174,0.817481121
email-Enron,Golang-DP-WCC,175,0.817502888
email-Enron,Golang-DP-WCC,176,0.817527396
email-Enron,Golang-DP-WCC,177,0.81754879
email-Enron,Golang-DP-WCC,178,0.817570836
email-Enron,Golang-DP-WCC,179,0.817595534
email-Enron,Golang-DP-WCC,180,0.81760459
email-Enron,Golang-DP-WCC,181,0.817629608
email-Enron,Golang-DP-WCC,182,0.81765726
email-Enron,Golang-DP-WCC,183,0.817668624
email-Enron,Golang-DP-WCC,184,0.817688931
email-Enron,Golang-DP-WCC,185,0.817701046
email-Enron,Golang-DP-WCC,186,0.817720679
email-Enron,Golang-DP-WCC,187,0.817748534
email-Enron,Golang-DP-WCC,188,0.817812392
email-Enron,Golang-DP-WCC,189,0.817847156
email-Enron,Golang-DP-WCC,190,0.817853546
email-Enron,Golang-DP-WCC,191,0.817914073
email-Enron,Golang-DP-WCC,192,0.817992518
email-Enron,Golang-DP-WCC,193,0.818004935
email-Enron,Golang-DP-WCC,194,0.818063725
email-Enron,Golang-DP-WCC,195,0.818119903
email-Enron,Golang-DP-WCC,196,0.818161313
email-Enron,Golang-DP-WCC,197,0.818240134
email-Enron,Golang-DP-WCC,198,0.818256078
email-Enron,Golang-DP-WCC,199,0.819756204
email-Enron,Golang-DP-WCC,200,0.8197574
email-Enron,Golang-DP-WCC,201,0.819758936
email-Enron,Golang-DP-WCC,202,0.819760808
email-Enron,Golang-DP-WCC,203,0.81976353
email-Enron,Golang-DP-WCC,204,0.819765835
email-Enron,Golang-DP-WCC,205,0.819767719
email-Enron,Golang-DP-WCC,206,0.819770587
email-Enron,Golang-DP-WCC,207,0.819775635
email-Enron,Golang-DP-WCC,208,0.819780865
email-Enron,Golang-DP-WCC,209,0.819786807
email-Enron,Golang-DP-WCC,210,0.819793032
email-Enron,Golang-DP-WCC,211,0.819799821
email-Enron,Golang-DP-WCC,212,0.819807212
email-Enron,Golang-DP-WCC,213,0.819815008
email-Enron,Golang-DP-WCC,214,0.819825243
email-Enron,Golang-DP-WCC,215,0.819827934
email-Enron,Golang-DP-WCC,216,0.819837601
email-Enron,Golang-DP-WCC,217,0.819848129
email-Enron,Golang-DP-WCC,218,0.81985368
email-Enron,Golang-DP-WCC,219,0.819862234
email-Enron,Golang-DP-WCC,220,0.81987482
email-Enron,Golang-DP-WCC,221,0.819888654
email-Enron,Golang-DP-WCC,222,0.819893168
email-Enron,Golang-DP-WCC,223,0.819905529
email-Enron,Golang-DP-WCC,224,0.819919512
email-Enron,Golang-DP-WCC,225,0.819933119
email-Enron,Golang-DP-WCC,226,0.821854286
email-Enron,Golang-DP-WCC,227,0.821855826
email-Enron,Golang-DP-WCC,228,0.821857658
email-Enron,Golang-DP-WCC,229,0.821859644
email-Enron,Golang-DP-WCC,230,0.821862027
email-Enron,Golang-DP-WCC,231,0.821864983
email-Enron,Golang-DP-WCC,232,0.821868633
email-Enron,Golang-DP-WCC,233,0.825753862
email-Enron,Golang-DP-WCC,234,0.826385704
email-Enron,Golang-DP-WCC,235,0.826389272
email-Enron,Golang-DP-WCC,236,0.826390833
email-Enron,Golang-DP-WCC,237,0.82639267
email-Enron,Golang-DP-WCC,238,0.832608238
email-Enron,Golang-DP-WCC,239,0.83260983
email-Enron,Golang-DP-WCC,240,0.832611452
email-Enron,Golang-DP-WCC,241,0.832613605
email-Enron,Golang-DP-WCC,242,0.832616592
email-Enron,Golang-DP-WCC,243,0.832619842
email-Enron,Golang-DP-WCC,244,0.832623541
email-Enron,Golang-DP-WCC,245,0.832627695
email-Enron,Golang-DP-WCC,246,0.832632565
email-Enron,Golang-DP-WCC,247,0.832637912
email-Enron,Golang-DP-WCC,248,0.832642138
email-Enron,Golang-DP-WCC,249,0.832646381
email-Enron,Golang-DP-WCC,250,0.832653819
email-Enron,Golang-DP-WCC,251,0.832659712
email-Enron,Golang-DP-WCC,252,0.832671532
email-Enron,Golang-DP-WCC,253,0.832680976
email-Enron,Golang-DP-WCC,254,0.832690872
email-Enron,Golang-DP-WCC,255,0.832701031
email-Enron,Golang-DP-WCC,256,0.832711854
email-Enron,Golang-DP-WCC,257,0.832718799
email-Enron,Golang-DP-WCC,258,0.832736936
email-Enron,Golang-DP-WCC,259,0.832750052
email-Enron,Golang-DP-WCC,260,0.832763439
email-Enron,Golang-DP-WCC,261,0.832771275
email-Enron,Golang-DP-WCC,262,0.832785242
email-Enron,Golang-DP-WCC,263,0.832790195
email-Enron,Golang-DP-WCC,264,0.832801652
email-Enron,Golang-DP-WCC,265,0.832815394
email-Enron,Golang-DP-WCC,266,0.832833072
email-Enron,Golang-DP-WCC,267,0.832850527
email-Enron,Golang-DP-WCC,268,0.832868367
email-Enron,Golang-DP-WCC,269,0.832881162
email-Enron,Golang-DP-WCC,270,0.832887661
email-Enron,Golang-DP-WCC,271,0.832898693
email-Enron,Golang-DP-WCC,272,0.832907853
email-Enron,Golang-DP-WCC,273,0.832926983
email-Enron,Golang-DP-WCC,274,0.832934729
email-Enron,Golang-DP-WCC,275,0.832956419
email-Enron,Golang-DP-WCC,276,0.832976626
email-Enron,Golang-DP-WCC,277,0.832983084
email-Enron,Golang-DP-WCC,278,0.833007599
email-Enron,Golang-DP-WCC,279,0.833031234
email-Enron,Golang-DP-WCC,280,0.833039058
email-Enron,Golang-DP-WCC,281,0.833056089
email-Enron,Golang-DP-WCC,282,0.833082989
email-Enron,Golang-DP-WCC,283,0.833108457
email-Enron,Golang-DP-WCC,284,0.833136163
email-Enron,Golang-DP-WCC,285,0.83315801
email-Enron,Golang-DP-WCC,286,0.833186531
email-Enron,Golang-DP-WCC,287,0.833215401
email-Enron,Golang-DP-WCC,288,0.833235707
email-Enron,Golang-DP-WCC,289,0.833250838
email-Enron,Golang-DP-WCC,290,0.833281775
email-Enron,Golang-DP-WCC,291,0.833315127
email-Enron,Golang-DP-WCC,292,0.833324904
email-Enron,Golang-DP-WCC,293,0.833360336
email-Enron,Golang-DP-WCC,294,0.833408853
email-Enron,Golang-DP-WCC,295,0.83341816
email-Enron,Golang-DP-WCC,296,0.833432355
email-Enron,Golang-DP-WCC,297,0.83343836
email-Enron,Golang-DP-WCC,298,0.833448898
email-Enron,Golang-DP-WCC,299,0.833450213
email-Enron,Golang-DP-WCC,300,0.83345435
email-Enron,Golang-DP-WCC,301,0.833458619
email-Enron,Golang-DP-WCC,302,0.833468204
email-Enron,Golang-DP-WCC,303,0.833476306
email-Enron,Golang-DP-WCC,304,0.833483394
email-Enron,Golang-DP-WCC,305,0.833485509
email-Enron,Golang-DP-WCC,306,0.83349409
email-Enron,Golang-DP-WCC,307,0.833499036
email-Enron,Golang-DP-WCC,308,0.833515224
email-Enron,Golang-DP-WCC,309,0.833523102
email-Enron,Golang-DP-WCC,310,0.833538871
email-Enron,Golang-DP-WCC,311,0.833562764
email-Enron,Golang-DP-WCC,312,0.833582133
email-Enron,Golang-DP-WCC,313,0.833607095
email-Enron,Golang-DP-WCC,314,0.833611879
email-Enron,Golang-DP-WCC,315,0.833627441
email-Enron,Golang-DP-WCC,316,0.833640161
email-Enron,Golang-DP-WCC,317,0.833655335
email-Enron,Golang-DP-WCC,318,0.833671796
email-Enron,Golang-DP-WCC,319,0.833681547
email-Enron,Golang-DP-WCC,320,0.833758369
email-Enron,Golang-DP-WCC,321,0.833759138
email-Enron,Golang-DP-WCC,322,0.83376034
email-Enron,Golang-DP-WCC,323,0.833762109
email-Enron,Golang-DP-WCC,324,0.833764098
email-Enron,Golang-DP-WCC,325,0.833766401
email-Enron,Golang-DP-WCC,326,0.833768231
email-Enron,Golang-DP-WCC,327,0.833769789
email-Enron,Golang-DP-WCC,328,0.833774238
email-Enron,Golang-DP-WCC,329,0.833788959
email-Enron,Golang-DP-WCC,330,0.833797961
email-Enron,Golang-DP-WCC,331,0.833820053
email-Enron,Golang-DP-WCC,332,0.833829148
email-Enron,Golang-DP-WCC,333,0.833845827
email-Enron,Golang-DP-WCC,334,0.833871432
email-Enron,Golang-DP-WCC,335,0.833883954
email-Enron,Golang-DP-WCC,336,0.833900445
email-Enron,Golang-DP-WCC,337,0.833923371
email-Enron,Golang-DP-WCC,338,0.833929917
email-Enron,Golang-DP-WCC,339,0.833936441
email-Enron,Golang-DP-WCC,340,0.833983979
email-Enron,Golang-DP-WCC,341,0.833993962
email-Enron,Golang-DP-WCC,342,0.834024907
email-Enron,Golang-DP-WCC,343,0.834038618
email-Enron,Golang-DP-WCC,344,0.83405716
email-Enron,Golang-DP-WCC,345,0.834058305
email-Enron,Golang-DP-WCC,346,0.834078628
email-Enron,Golang-DP-WCC,347,0.834107054
email-Enron,Golang-DP-WCC,348,0.834107875
email-Enron,Golang-DP-WCC,349,0.834126663
email-Enron,Golang-DP-WCC,350,0.834127411
email-Enron,Golang-DP-WCC,351,0.834169691
email-Enron,Golang-DP-WCC,352,0.83418029
email-Enron,Golang-DP-WCC,353,0.834196415
email-Enron,Golang-DP-WCC,354,0.834226337
email-Enron,Golang-DP-WCC,355,0.834245365
email-Enron,Golang-DP-WCC,356,0.83429253
email-Enron,Golang-DP-WCC,357,0.834310801
email-Enron,Golang-DP-WCC,358,0.834347628
email-Enron,Golang-DP-WCC,359,0.834365743
email-Enron,Golang-DP-WCC,360,0.834388411
email-Enron,Golang-DP-WCC,361,0.834407163
email-Enron,Golang-DP-WCC,362,0.834417745
email-Enron,Golang-DP-WCC,363,0.834434838
email-Enron,Golang-DP-WCC,364,0.834469879
email-Enron,Golang-DP-WCC,365,0.834491165
email-Enron,Golang-DP-WCC,366,0.83454885
email-Enron,Golang-DP-WCC,367,0.834564185
email-Enron,Golang-DP-WCC,368,0.834605068
email-Enron,Golang-DP-WCC,369,0.834630801
email-Enron,Golang-DP-WCC,370,0.83465174
email-Enron,Golang-DP-WCC,371,0.834690262
email-Enron,Golang-DP-WCC,372,0.834711342
email-Enron,Golang-DP-WCC,373,0.83472636
email-Enron,Golang-DP-WCC,374,0.834744195
email-Enron,Golang-DP-WCC,375,0.834780542
email-Enron,Golang-DP-WCC,376,0.834797658
email-Enron,Golang-DP-WCC,377,0.834822383
email-Enron,Golang-DP-WCC,378,0.834907991
email-Enron,Golang-DP-WCC,379,0.834951341
email-Enron,Golang-DP-WCC,380,0.834970104
email-Enron,Golang-DP-WCC,381,0.834990536
email-Enron,Golang-DP-WCC,382,0.835030797
email-Enron,Golang-DP-WCC,383,0.835053115
email-Enron,Golang-DP-WCC,384,0.835094974
email-Enron,Golang-DP-WCC,385,0.835095984
email-Enron,Golang-DP-WCC,386,0.835133497
email-Enron,Golang-DP-WCC,387,0.835180127
email-Enron,Golang-DP-WCC,388,0.835188334
email-Enron,Golang-DP-WCC,389,0.835225737
email-Enron,Golang-DP-WCC,390,0.835233994
email-Enron,Golang-DP-WCC,391,0.835243357
email-Enron,Golang-DP-WCC,392,0.835250738
email-Enron,Golang-DP-WCC,393,0.835323845
email-Enron,Golang-DP-WCC,394,0.83542028
email-Enron,Golang-DP-WCC,395,0.835435816
email-Enron,Golang-DP-WCC,396,0.835454955
email-Enron,Golang-DP-WCC,397,0.835485034
email-Enron,Golang-DP-WCC,398,0.835504107
email-Enron,Golang-DP-WCC,399,0.835520448
email-Enron,Golang-DP-WCC,400,0.835534851
email-Enron,Golang-DP-WCC,401,0.835566766
email-Enron,Golang-DP-WCC,402,0.835582683
email-Enron,Golang-DP-WCC,403,0.835626252
email-Enron,Golang-DP-WCC,404,0.835627108
email-Enron,Golang-DP-WCC,405,0.835640756
email-Enron,Golang-DP-WCC,406,0.835656413
email-Enron,Golang-DP-WCC,407,0.835667438
email-Enron,Golang-DP-WCC,408,0.835717999
email-Enron,Golang-DP-WCC,409,0.835728226
email-Enron,Golang-DP-WCC,410,0.835747471
email-Enron,Golang-DP-WCC,411,0.83576096
email-Enron,Golang-DP-WCC,412,0.83577036
email-Enron,Golang-DP-WCC,413,0.835829391
email-Enron,Golang-DP-WCC,414,0.835845909
email-Enron,Golang-DP-WCC,415,0.8358688
email-Enron,Golang-DP-WCC,416,0.835880369
email-Enron,Golang-DP-WCC,417,0.835931389
email-Enron,Golang-DP-WCC,418,0.839522168
email-Enron,Golang-DP-WCC,419,0.839523445
email-Enron,Golang-DP-WCC,420,0.839525024
email-Enron,Golang-DP-WCC,421,0.839526823
email-Enron,Golang-DP-WCC,422,0.839529111
email-Enron,Golang-DP-WCC,423,0.839531815
email-Enron,Golang-DP-WCC,424,0.839535235
email-Enron,Golang-DP-WCC,425,0.839539363
email-Enron,Golang-DP-WCC,426,0.839544589
email-Enron,Golang-DP-WCC,427,0.839549251
email-Enron,Golang-DP-WCC,428,0.839554682
email-Enron,Golang-DP-WCC,429,0.839560171
email-Enron,Golang-DP-WCC,430,0.839562602
email-Enron,Golang-DP-WCC,431,0.83956907
email-Enron,Golang-DP-WCC,432,0.839575882
email-Enron,Golang-DP-WCC,433,0.839583288
email-Enron,Golang-DP-WCC,434,0.839591247
email-Enron,Golang-DP-WCC,435,0.839599696
email-Enron,Golang-DP-WCC,436,0.83961024
email-Enron,Golang-DP-WCC,437,0.839623133
email-Enron,Golang-DP-WCC,438,0.839630749
email-Enron,Golang-DP-WCC,439,0.839641162
email-Enron,Golang-DP-WCC,440,0.840723877
email-Enron,Golang-DP-WCC,441,0.84072526
email-Enron,Golang-DP-WCC,442,0.840726749
email-Enron,Golang-DP-WCC,443,0.840728727
email-Enron,Golang-DP-WCC,444,0.840731241
email-Enron,Golang-DP-WCC,445,0.840734679
email-Enron,Golang-DP-WCC,446,0.840737695
email-Enron,Golang-DP-WCC,447,0.840741783
email-Enron,Golang-DP-WCC,448,0.840746605
email-Enron,Golang-DP-WCC,449,0.840748598
email-Enron,Golang-DP-WCC,450,0.840754097
email-Enron,Golang-DP-WCC,451,0.84076114
email-Enron,Golang-DP-WCC,452,0.840768082
email-Enron,Golang-DP-WCC,453,0.840772332
email-Enron,Golang-DP-WCC,454,0.840774415
email-Enron,Golang-DP-WCC,455,0.840782884
email-Enron,Golang-DP-WCC,456,0.840788663
email-Enron,Golang-DP-WCC,457,0.840798175
email-Enron,Golang-DP-WCC,458,0.840807853
email-Enron,Golang-DP-WCC,459,0.840818149
email-Enron,Golang-DP-WCC,460,0.840828977
email-Enron,Golang-DP-WCC,461,0.840842951
email-Enron,Golang-DP-WCC,462,0.840845557
email-Enron,Golang-DP-WCC,463,0.840859225
email-Enron,Golang-DP-WCC,464,0.840873843
email-Enron,Golang-DP-WCC,465,0.840879878
email-Enron,Golang-DP-WCC,466,0.840894311
email-Enron,Golang-DP-WCC,467,0.840909086
email-Enron,Golang-DP-WCC,468,0.840925037
email-Enron,Golang-DP-WCC,469,0.84093177
email-Enron,Golang-DP-WCC,470,0.840940148
email-Enron,Golang-DP-WCC,471,0.840947326
email-Enron,Golang-DP-WCC,472,0.840954307
email-Enron,Golang-DP-WCC,473,0.840956514
email-Enron,Golang-DP-WCC,474,0.840975233
email-Enron,Golang-DP-WCC,475,0.840994131
email-Enron,Golang-DP-WCC,476,0.841013561
email-Enron,Golang-DP-WCC,477,0.841036965
email-Enron,Golang-DP-WCC,478,0.841040802
email-Enron,Golang-DP-WCC,479,0.841064416
email-Enron,Golang-DP-WCC,480,0.841068305
email-Enron,Golang-DP-WCC,481,0.841070284
email-Enron,Golang-DP-WCC,482,0.841093386
email-Enron,Golang-DP-WCC,483,0.841097112
email-Enron,Golang-DP-WCC,484,0.841122446
email-Enron,Golang-DP-WCC,485,0.841128364
email-Enron,Golang-DP-WCC,486,0.841137061
email-Enron,Golang-DP-WCC,487,0.841142463
email-Enron,Golang-DP-WCC,488,0.841153423
email-Enron,Golang-DP-WCC,489,0.84138078
email-Enron,Golang-DP-WCC,490,0.841381682
email-Enron,Golang-DP-WCC,491,0.841383018
email-Enron,Golang-DP-WCC,492,0.841384866
email-Enron,Golang-DP-WCC,493,0.841387154
email-Enron,Golang-DP-WCC,494,0.841390471
email-Enron,Golang-DP-WCC,495,0.841393888
email-Enron,Golang-DP-WCC,496,0.84139869
email-Enron,Golang-DP-WCC,497,0.84140324
email-Enron,Golang-DP-WCC,498,0.841408131
email-Enron,Golang-DP-WCC,499,0.84141377
email-Enron,Golang-DP-WCC,500,0.841419483
email-Enron,Golang-DP-WCC,501,0.841425653
email-Enron,Golang-DP-WCC,502,0.84143308
email-Enron,Golang-DP-WCC,503,0.841441596
email-Enron,Golang-DP-WCC,504,0.841449995
email-Enron,Golang-DP-WCC,505,0.841458344
email-Enron,Golang-DP-WCC,506,0.841463715
email-Enron,Golang-DP-WCC,507,0.841473701
email-Enron,Golang-DP-WCC,508,0.841483746
email-Enron,Golang-DP-WCC,509,0.841494422
email-Enron,Golang-DP-WCC,510,0.841506067
email-Enron,Golang-DP-WCC,511,0.841518324
email-Enron,Golang-DP-WCC,512,0.841520633
email-Enron,Golang-DP-WCC,513,0.841530272
email-Enron,Golang-DP-WCC,514,0.841549243
email-Enron,Golang-DP-WCC,515,0.841563517
email-Enron,Golang-DP-WCC,516,0.841574714
email-Enron,Golang-DP-WCC,517,0.841590837
email-Enron,Golang-DP-WCC,518,0.841607566
email-Enron,Golang-DP-WCC,519,0.841624996
email-Enron,Golang-DP-WCC,520,0.841644571
email-Enron,Golang-DP-WCC,521,0.841648677
email-Enron,Golang-DP-WCC,522,0.841667259
email-Enron,Golang-DP-WCC,523,0.841671259
email-Enron,Golang-DP-WCC,524,0.84167744
email-Enron,Golang-DP-WCC,525,0.84168637
email-Enron,Golang-DP-WCC,526,0.841692141
email-Enron,Golang-DP-WCC,527,0.841702394
email-Enron,Golang-DP-WCC,528,0.841711214
email-Enron,Golang-DP-WCC,529,0.841729784
email-Enron,Golang-DP-WCC,530,0.84173148
email-Enron,Golang-DP-WCC,531,0.841736624
email-Enron,Golang-DP-WCC,532,0.841746081
email-Enron,Golang-DP-WCC,533,0.841752142
email-Enron,Golang-DP-WCC,534,0.841762422
email-Enron,Golang-DP-WCC,535,0.841771636
email-Enron,Golang-DP-WCC,536,0.841795524
email-Enron,Golang-DP-WCC,537,0.841797512
email-Enron,Golang-DP-WCC,538,0.84180067
email-Enron,Golang-DP-WCC,539,0.841809857
email-Enron,Golang-DP-WCC,540,0.841816144
email-Enron,Golang-DP-WCC,541,0.841825902
email-Enron,Golang-DP-WCC,542,0.841835478
email-Enron,Golang-DP-WCC,543,0.841865626
email-Enron,Golang-DP-WCC,544,0.841876846
email-Enron,Golang-DP-WCC,545,0.84187821
email-Enron,Golang-DP-WCC,546,0.841879956
email-Enron,Golang-DP-WCC,547,0.841884831
email-Enron,Golang-DP-WCC,548,0.841891787
email-Enron,Golang-DP-WCC,549,0.841902939
email-Enron,Golang-DP-WCC,550,0.841933493
email-Enron,Golang-DP-WCC,551,0.841948418
email-Enron,Golang-DP-WCC,552,0.841954157
email-Enron,Golang-DP-WCC,553,0.841969484
email-Enron,Golang-DP-WCC,554,0.842010543
email-Enron,Golang-DP-WCC,555,0.842011402
email-Enron,Golang-DP-WCC,556,0.842012798
email-Enron,Golang-DP-WCC,557,0.842014646
email-Enron,Golang-DP-WCC,558,0.84203952
email-Enron,Golang-DP-WCC,559,0.842040206
